speaker,speaker_confidence,text,target,sentiment,category,summary
성해은,0.99,"저는 진짜 내 세상이 그냥 다 규민이고, 내 처음 모든 게 다 규민이니까, 규민이가 없으면 안 될 줄 알았어요. 그때는 진짜 오매불망 규민이밖에 몰랐어요.",정규민,negative,attention,"화자는 과거에 정규민에게 모든 것을 걸었고, 그가 없으면 안 될 줄 알았다고 말하며 과거에 정규민에게만 집중했던 자신의 모습을 회상한다."
정규민,0.99,둘의 추억이 담긴 영상이 하나씩 있는 게 되게 좋더라고요. 어디 이제 여행 갈 때마다 영상 찍어가지고 남겨뒀던 것 같아요.,성해은,positive,attention,과거 여행에서 영상을 찍어 추억을 남겼던 경험에 대해 긍정적으로 회상하며 언급함.
성해은,0.99,"규민이가 저를 그냥 남겨주고 싶어서, 저를 많이 찍었었어요.",정규민,negative,attention,정규민이 자신을 남겨두기 위해 일부러 많이 찍었다는 발언에서 부정적인 감정이 드러남.
정규민,0.99,"이게 제 연애 기간이 너무 길어서 그런 건지 모르겠는데, 너무 잘 맞았거든요. 사실 항상 좋았던 것 같아요.",None,positive,affection,"연애 기간이 길었고, 상대와 잘 맞았으며 항상 좋았다고 말함."
성해은,0.99,"너무 저를 성장시켜주고, 좋은 연애였거든요.",None,positive,attention,과거 연애에 대한 긍정적 회상
정규민,0.99,"해은이라는 사람 자체가 워낙 발랄하고, 해은이랑 같이 있을 때가 제일 재밌었던 것 같아요.",성해은,positive,attention,성해은의 발랄함과 함께 있을 때 재미있었다는 긍정적 감정 표현
성해은,0.99,오래 사귀었다고 해서 소홀해지거나 지루하거나 질린 게 전 한 번도 없었어요.,None,positive,관계 지속,오래된 연인과의 관계에서 소홀함이나 지루함을 느껴본 적이 없다고 말하며 긍정적인 감정을 표현함.
정규민,0.99,"20년 2월에 헤어졌던 게 그때 제가 이제 되게 아팠었어요. 그때 뮤직비디오 찍고 막 그러던 되게 정신없는 시기에 너무 아파서, 아침에 일어났다 쓰러지고. 그때 당시에 그 친구가 이제 저한테 연락을 했는데",None,negative,attention,"20년 2월에 헤어졌을 당시 몸과 마음이 아팠던 경험을 이야기하며, 당시 전 연인이 연락했던 사실을 언급함."
성해은,0.99,"자기 나 안 궁금해? 나 어디 가는지 왜 안 궁금해? 제가 어디에 가든 뭘 하든, 규민이가 절 궁금해하지 않았어요.",정규민,negative,attention,규민이 자신에게 관심이 없는 것에 대한 서운함과 답답함을 토로함.
정규민,0.99,"지금까지 사실 많이 쌓인 것도 있었고, 거기서 그냥 뭔가 툭 끊기듯이 그냥 이 친구랑 안 되겠다 해서 그날 바로 연락을 했던 것 같아요. 전화로 그냥 그만하자고.",None,negative,attention,"정규민은 과거 연애를 회상하며, 관계가 단절되었던 시점에 대해 이야기하고 있다."
성해은,0.99,그냥 받아들였어요 그때. 그렇게 끝났어요.,None,negative,attention,"과거 연애의 마무리에 대한 언급으로, 감정적인 미련이나 아쉬움이 느껴질 수 있음"
정규민,0.99,"그래서 실망을 많이 하기도 했었고, 그때 많이 힘들었었죠. 그냥 심적으로",None,negative,emotion_polarity,힘들었던 과거에 대한 부정적인 감정을 표현함.
성해은,0.99,"근데 무엇보다 그 이별을 받아들이게 된 건 같이 있을 때 더 외로웠어요. 규민이 눈빛이나 대화하는 거나 손도 같이 잡는 게 아니고, 나만 잡고 있고, 그냥 그래서 제가 이렇게 운적 되게 많거든요, 같이 있으면서? 너무 확 체감이 되니까.저는 그때가 겨울인데, 너무 아픈 기억이라서 그 이후로 겨울은 너무 싫은 계절이 되었어요. 되게 추웠거든요. 마음도 추웠고, 그냥 그때 진짜 끝이구나? 그때는 진짜 붙잡을 여력이 없더라고.",정규민,negative,상처/후회,"함께 있을 때 외로움을 느껴 이별을 받아들이게 되었고, 당시의 아픈 기억 때문에 겨울을 싫어하게 되었다."
정규민,0.99,제가 좀 차가웠다고 해야 되나? 되게 미워할 수도 있을 것 같고.,None,negative,self_blame,자신이 차가웠던 모습 때문에 상대방이 자신을 미워할 수도 있을 것 같다고 자책하며 불안감을 드러냄.
성해은,0.99,"규민이를 제가 그렇게 만든 거고, 아쉬움이 많이 남아요. 다 나 때문이니까.",정규민,negative,attention,"규민이에 대한 미안함과 자책, 아쉬움을 표현하며, 모든 것이 자신 때문이라고 말함."
정규민,0.99,"그때는 너무 생각이 어렸고, 좀 너무 미성숙했죠.",None,negative,attention,과거의 미성숙함에 대한 언급
성해은,0.99,그래서 미련이 더 남아요. 첫사랑에 미련이 더 남아요.,None,negative,attention,"첫사랑에 대한 미련이 남아있다고 언급하며, 과거 연애에 대한 감정을 드러냄."
정규민,0.99,"너를 생각하면 떠오르는 일, 나 승무원 준비할 때의 우리. 내가 붙었을 때, 너네 가족한테 알려주고 싶어서 새벽 6시에 일어나서 잠을 못 잤다는 거야. 알려주고 싶어서.",성해은,positive,attention,승무원 준비 시절 성해은이 합격했을 때 정규민이 기뻐했던 일화를 언급하며 긍정적인 감정을 표현함.
정규민,0.99,가족들이랑 밥 같이 먹으려면 그쯤 일어나야 되거든,,neutral,None,가족 식사 때문에 일찍 일어나야 함을 언급
성해은,0.99,"그것도 너무 고마웠지. 너무 내일처럼 기뻐해주고, 진짜로 나를 생각했던 사람이니까, 그게 너무 고마워.(눈물을 흘리며)",정규민,positive,gratitude,상대방이 자신을 생각해주는 마음에 대한 고마움을 표현하며 눈물을 흘림.
정규민,0.99,"내가 그랬구나, 그때. 진짜 많이 좋아했었나보다.",None,positive,attention,과거에 대한 회상과 긍정적 감정(좋아함)을 표현함.
성해은,0.99,왜 나 따라해.,None,negative,불쾌,상대방의 행동에 대한 불쾌감을 표현함.
정규민,0.99,아 이게..(눈물을 흘리며),None,negative,emotion_polarity,눈물을 흘리며 부정적인 감정을 드러냄.
성해은,0.99,이거 봐(눈물 닦은 휴지를 규민에게 보여주며). ㅎㅎㅎㅎㅎ 주르륵,정규민,negative,attention,눈물을 보이며 정규민에게 휴지를 보여주는 행동은 슬픔과 정규민에 대한 감정적 관심을 드러낸다.
성해은,0.99,그럼 또 지금까지 헤어지고 나를 어떻게 돼? 미웠어 내가?,정규민,negative,attention,"과거 연애에 대한 미움의 감정을 드러내며, 전 연인(X)에 대한 언급을 통해 관심과 감정적 초점을 보임."
정규민,0.99,밉기도 했고 미련도 있었고.,None,negative,attention,전 연인에 대한 미련과 부정적인 감정을 동시에 드러냄.
성해은,0.99,미련도 있었어?,None,negative,attention,전 연인에 대한 미련이 있었는지 질문하는 발언
정규민,0.99,그럼...사실 뭐 관계가 망가진 게 진짜 한쪽만의 책임은 절대 아니니까.,None,neutral,relationship,관계 파탄의 책임이 한쪽에게만 있는 것은 아니라고 말함.
정규민,0.99,그때는 좀 놀랐죠 아..오나 보다.,None,neutral,attention,상대방의 등장에 놀랐음을 표현
성해은,0.99,"갑자기 제가 나타났는데 규민이가 엄청 놀라겠다, 얼마나 놀랄까, 어떤 마음일까, 나 보고. 안녕하십니까. 안녕하세요.",정규민,positive,attention,"정규민이 자신을 보고 놀랄 감정에 대한 궁금증을 표현하며, 긍정적인 기대감을 드러냄."
정규민,0.99,저는 정규민이라고 하고.,정규민,neutral,self_introduction,자신을 정규민이라고 소개함.
성해은,0.99,반갑습니다,None,neutral,greeting,처음 만났을 때 하는 인사말
정규민,0.99,"먼저 달려가서 마중 나가기보다는 다른 사람들 나갈 때까지 기다렸다가 좀 천천히 나갔던 것 같아요. 그냥 엄청 멀찍이서 이제 약간 '안녕하세요?' 이런 느낌으로. 해은이가 등장하고 난 거가 신경을 크게 안 쓰려고 노력하기도 했고, 실제로도 신경이 크게 안 쓰이기도 했고.",성해은,neutral,observation,"정규민은 성해은을 신경 쓰지 않으려고 노력했다고 언급하며, 실제로 크게 신경 쓰이지 않았다고 말함."
성해은,0.99,"지금 남자들이 다 간 거야, 나 왔는데? 좀 그렇긴 하다, 그쵸?",None,negative,불만,자신이 왔을 때 남자 출연자들이 자리에 없는 상황에 대한 불만과 어색함을 표현함.
정규민,0.99,(규민이 해은 옆을 지나쳐감) (해은이 규민을 바라보며),정규민,neutral,none,"정규민의 발언이 없으므로 감정, 발화 유형을 판단할 수 없음"
성해은,0.99,남자분들이 다들 일찍 방에 들어가셨어요. 여자들 4명이서만 술 마셨어요. 규민이는 저 본체도 안 했고요. 그래서 그게 상처가 되게 컸던 것 같아요. 너무하죠.,정규민,negative,attention,규민이가 자신을 신경 쓰지 않는 것에 대한 상처를 언급하며 서운함을 표현함.
정규민,0.99,"규민은 조용히 해은의 캐리어를 해은 몰래 해은의 방으로 옮긴다. 해은은 규민을 의식하며 거실을 서성인다. 데이트를 아무와도 나가지 않고 혼자 방에 남은 해은. 나연과 데이트를 나가는 규민을 보는 해은. 두 사람에게 애써 웃으며 배웅하지만, 나연과 규민이 사라지자 해은은 화장을 하면서 슬픈 감정을 추스린다.",성해은,negative,emotion_polarity,규민이 나연과 데이트를 나가는 것을 보며 해은이 슬픔을 느낌
성해은,0.99,"규민이가 저 혼자 있는 것도 봤을 텐데.(눈물을 흘리며) 그리고 이거 진짜 다 그냥 우연히 이렇게 된 거잖아요. 첫날부터... 나연님이 제가 봤을 때는 규민이가 마음에 든다고 하시고, 두 사람이 데이트도 나가는 모습도 보고 어우 근데 그런 거랑 상관없이 일단 너무 속상했어요. 속마음 문자 보내는 중",정규민,negative,attention,"규민이 혼자 있는 것을 봤는데, 우연히 이렇게 된 것 같다고 말하며 속상함을 표현함. 나연이 규민에게 호감이 있는 것 같고, 둘이 데이트하는 모습에 속상함을 느낌."
정규민,0.99,"나연이한테 보냈어요. 같이 하루 종일 데이트하고, 마지막에 술도 같이 마시면서 여기 들어오고 나서 제일 크게 호감을 느끼고, 제일 재밌고 즐거웠어요. 좀 설렜던 것 같아요. 그래서 되게 좋기도 했고, 왜 이렇게 그...무장해제 되는지 모르겠어요.",None,positive,attention,나연과의 데이트가 즐거웠고 설렜다는 감정을 표현하며 호감을 드러냄.
성해은,0.99,해은이 규민에게 속마음 문자를 보냈다.,정규민,neutral,relation,해은이 규민에게 문자를 보냄
정규민,0.99,(해은의 문자를 받고) 좀...의아하다. 왜? 왜 나를? 그런 느낌?,성해은,negative,attention,해은이 자신을 선택한 이유에 대해 의아함을 표현하며 불안감을 드러냄.
성해은,0.99,"저는 어쨌든 제 마음은 규민이라는 게 변함이 없어서 어쩔 수 없이 규민이한테 보내게 됐어요. 어쨌든 걔는 데이트를 하고 왔을 거잖아요. 너무 재밌지 않았으면 하는 마음에, 적당히만 재밌게 놀고 왔길 바라라고 보냈어요, 규민이한테. 그래서 앞에 있는 사람을 두고 다른 사람한테 문자를 보낸다는 게, 진짜 너무 이러면 안 될 것 같았는데, 제 마음이 계속 규민이다 보니까, 제 앞에 있는 희두씨를 고르기에는 저를 속이는 것 같아서 그냥 예의상 희두씨에게 문자를 보내는 건 저는 아닌 것 같아서 어쨌든 제 솔직한 마음은 계속 규민이인 게 변함이 없으니까 규민이한테 보냈고, (오늘 하루는 어땠나요?) 마냥 좋지만은 않았어요. 그냥 계속 규민이 생각이 계속 컸었던 것 같아요 내내.",정규민,negative,관계,"성해은은 데이트 중에도 정규민에 대한 마음이 변치 않아 그에게 문자를 보냈으며, 정규민 생각에 마냥 좋지만은 않았다고 말함."
성해은,0.99,"(규민에게 답문자를 받지 못한 해은) 알고 있었....예상은 그래도 하고 있었는데 무너지는 것 같았어요. 근데 규민이가 문자를 아예 보내지 않는게 아니고....그 표의 행방이 너무나도 또렷해 보여서, 그래서 아쉬웠어요.",정규민,negative,attention,"규민에게 답문자를 받지 못해 무너지는 감정을 느끼고, 규민의 표 행방이 뚜렷해 보여 아쉬워함."
성해은,0.99,(규민에게 답문자를 받지 못한 해은),정규민,negative,attention,규민에게 답장을 받지 못해 불안함
성해은,0.99,"나연아, 말 놔도 되지?",None,neutral,initiative,상대방에게 편하게 대화하자는 의사를 표현함
성해은,0.99,"(이나연의 X인 남희두와 데이트를 하고 온 성해은, 성해은의 X인 정규민과 데이트를 하고 온 이나연) 나 오늘 스케이트 탔단 말이야. 뒷꿈치가 다 까졌어!",None,negative,일상,스케이트를 타서 발이 다쳤다고 말하며 고통을 호소함.
정규민,0.99,오늘 스케이트 어땠어?,None,neutral,question,스케이트 경험에 대한 질문
성해은,0.99,희두님 진짜 잘 타.,None,positive,칭찬,희두의 스노보드 실력에 대한 칭찬
성해은,0.99,나? 나도 잘 타.,None,neutral,skill_expression,자신도 스키를 잘 탄다고 말함.
성해은,0.99,응 손 잡고 탔어.,None,neutral,fact,손을 잡고 탔다는 사실을 언급함
성해은,0.99,"아니,(희두씨가) 끌어줬어. 패널 서로 엑스랑 데이트 했네요? 하필 왜 서로 둘이 룸메이트야...!",None,negative,attention,희두가 데이트 상대를 끌어준 것에 대한 부정적 반응과 룸메이트 상황에 대한 불만을 표현함.
성해은,0.99,에탄올을 굳이 하라고 이걸 사줘가지고,None,negative,불만,에탄올 구매에 대한 불만
성해은,0.99,희두 님이!,None,neutral,attention,희두를 언급함
성해은,0.99,"좋았어, 너도 좋았어?",None,positive,emotion_polarity,상대방에게 긍정적인 감정을 표현하는 발언
성해은,0.99,익선동? 그럼 너는 몇 시에 들어왔어?,None,neutral,information,상대방의 귀가 시간을 묻는 질문
성해은,0.99,너 술 원래 못해?,None,neutral,question,술을 잘 못 마시는지에 대한 질문
성해은,0.99,진짜 술이 술술 들어갔나보다.,,neutral,None,술자리에 대한 전반적인 감상
성해은,0.99,문자 보냈어,None,neutral,relationship,문자를 보낸 행위를 언급함
성해은,0.99,근데 있을 때 보내라고 지령 오지 않았어? 너도 그랬어?,None,neutral,question,다른 출연자에게 특정 지령을 받았는지 묻는 질문
성해은,0.99,대면하고 있는데 문자 왔었거든?,None,neutral,attention,문자 메시지 수신 사실을 언급함
성해은,0.99,"(해은 인터뷰 중) (나연이와) 침대에 누워서 얘기하는데, 규민이는 저한테 문자를 보낸 적이 없거든요. 그러면 그 문자의 행방은 나연 씨인 게 너무 확실한 것 같아서, 너무 마음이 아파요. 규민이와 나연씨가 서로 문자를 보내고 있을 것 같아서. 희두씨랑 데이트할 때도 저는 규민이한테 문자를 보냈잖아요. 근데 나연씨가 서로 문자도 보냈겠네요? 했을 때 저는 (희두님과) 서로 보냈다고 했어요. 다른 사람한테 보냈다고 하면 좀 너무 의심 가니까.",정규민,negative,attention,규민이가 나연에게 문자를 보냈을 거라는 생각에 마음 아파함. 희두와의 데이트 중 규민에게 문자를 보냈던 자신과 대비하며 질투심을 느낌.
정규민,0.99,"아. 근데 참..그 장면이 상상이 가는 거예요. 근데 저는 한 번 (스케이트장) 갔다 했잖아요. 그때가 정말 좋은 기억이었어요.(희두가) 거의 저를 운전했거든요. 뒤에서 막 이렇게 태워주고 끌어주고 근데 해은님 들어보니까 (희두가) 그걸 그대로 해드린 것 같더라고요. 뭐 우리 밖에 없고 즐겁고 스케이트 해가지고 로맨틱하고 재밌고 (해은과) 룸메이트니까 더...전 솔직히 질투를 느꼈거든요,해은 언니한테? 그거 자체도 감정이 조금 힘들었고...(해은과)계속 봐야 하니까.",성해은,negative,질투,스케이트장에서 희두가 해은에게 했던 행동에 질투를 느끼고 힘들어함
성해은,0.99,"다 같이 저녁 먹는데, 규민이가 또 나연씨 마주 보는 자리에 앉아서, 나는 멀리있는데 둘이서만 자꾸 교류가 있는 모습을 보니까 자꾸 눈물이 나서 ...다 같이 즐겁게 얘기하고 있는데 저 혼자 울고 있으면 안 되니까 기를 쓰고 참았습니다.",정규민,negative,attention,저녁 식사 자리에서 정규민과 다른 출연자 간의 교류를 보며 질투심과 슬픔을 느껴 눈물을 참음.
정규민,0.99,(다시 자신에게 속마음 문자를 보낸 해은에 대해 얘기하는 규민) 너는 여기서 잘 지내고 있구나. 나는 여기서 지내는 게 조금은 쉽지 않아의 느낌으로 (해은이가) 저한테 문자 했을 거라고 생각해요. 그냥 뭐 아무렇지....별 생각 없었어요.,성해은,neutral,statement,해은이 자신에게 보낸 문자에 대해 별다른 감정 없이 상황을 설명하고 있다.
성해은,0.99,규민이가 잘 지내 보이는 게 좋지 않아요. 좋아 보여서 난 안 좋아. 근데 규민이가 자꾸 이렇게 다같이 있는 자리에서...특히나 제가 더 슬프다는 걸 알까? 규민이가 이런 날 알아줬으면 좋겠기도 하고....,정규민,negative,attention,"정규민이 잘 지내는 모습에 대한 복잡한 감정을 드러내며, 그가 자신의 슬픔을 알아주길 바라는 마음을 표현함."
정규민,0.99,"(나연과 데이트 한걸 회상하며, 규민은 나연에게 문자를 다시 보냄.) (나연과)데이트하고 술 마시고 들어오면서 나연이가 또 젤리를 먹었던 걸로 기억을 하는데, 차 뒷좌석에 젤리가 막 떨어져 있더라고요. 젤리가 좌석 밑에 떨어져 있고, 안전벨트 구멍에 들어가 있고,(나연이가) 귀엽다는 생각이 들죠.",None,positive,attention,정규민은 데이트 후 나연의 행동을 회상하며 귀엽다고 생각함.
성해은,0.99,"(규민을 몰래 불러 생일 선물을 건네주는 해은) 작년 생일은 같이 못 보냈는데, 올해는 규민이랑 같이 보내니까 그걸 어떻게 지나쳐요? 못 지나치겠어서 (규민의 생일 선물을) 준비했었는데",정규민,positive,attention,규민의 생일을 챙기지 않고 지나칠 수 없어서 선물을 준비했다는 발언에서 긍정적인 감정이 드러난다.
성해은,0.99,입주하고 너 생일이잖아,None,neutral,event,입주 후 상대방의 생일임을 언급하는 발언
정규민,0.99,그러더라고... 그래서 나 생일파티 가족들이랑 미리 했어.,정규민,neutral,event,정규민이 가족들과 미리 생일 파티를 했다는 발언.
성해은,0.99,아 진짜?,None,neutral,response,상대방의 말에 대한 단순한 반응
정규민,0.99,"그냥 간단하게, 가족이랑 외식했어. 내가 24살인가, 가족들이랑 같이 그 식당에서 밥 먹었었는데 그때도 밥 먹으면서, '아 여기 나중에 해은이랑 데이트할 때 와야지' 했었는데 그 생각이 나더라고.",성해은,positive,attention,과거 가족과 외식했던 식당에서 성해은과 데이트할 것을 상상하며 호감을 표현함.
성해은,0.99,"아 진짜? 나 부르지(웃음) 규민이 생일이 5월 14일인데 원래 입주 예정일이 딱 그날이었거든요, 그래서 제가 규민이 앞에 진짜 선물처럼 나타날 수 있을 줄 알았어요 그리고 근데 예정치 못하게 그렇게 되지 못한 것도 너무 아쉽고, 진짜 이 선물뿐만 아니고 나의 존재 자체가 선물이었으면 하는 마음이 너무 컸었거든요. 그래서 아쉬웠어요 많이. 몰래라도 규민이한테 주고 싶었던 생일 선물이 있었는데 아직도 못 줬었거든요. 그래서 규민이 방에 몰래 가서 어떤 게 규민이 가방일까 기웃기웃해보긴 했는데, 혹시나 또 규민이의 룸메한테 발견될까봐 아직도 못 주고 있거든요. (겨우 규민에게 선물을 전해준 해은, 규민이는 선물을 자신의 서랍에 넣어둔다.)",정규민,positive,attention,"정규민의 생일에 맞춰 서프라이즈를 하려 했으나, 계획이 틀어져 아쉬워하며, 선물을 전달하지 못해 안타까워함. 정규민의 방에서 선물을 몰래 전달하려다 실패한 에피소드를 언급하며, 자신의 존재가 정규민에게 선물이었으면 좋겠다는 바람을 드러냄."
